Posted On,Rent,BHK,Bathroom,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Point of Contact
25/05/2022,20000,3,2,1250,2 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,11000,2,2,1000,Ground out of 1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,Contact Owner
14/06/2022,15000,2,2,1000,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
23/06/2022,17000,3,3,1800,Ground out of 1,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/06/2022,20000,3,3,2000,1 out of 3,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/07/2022,20000,3,3,1500,1 out of 6,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/07/2022,12000,2,3,1050,3 out of 4,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
18/06/2022,25000,2,2,1100,1 out of 7,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Furnished,Bachelors/Family,Contact Owner
08/07/2022,11500,2,2,1000,2 out of 3,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
27/05/2022,6500,2,2,700,2 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
21/05/2022,10000,1,1,750,1 out of 2,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,6000,1,1,450,2 out of 6,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,14000,3,2,1000,1 out of 2,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,34000,3,3,1500,2 out of 14,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,Contact Agent
15/05/2022,15000,2,2,1550,Ground out of 13,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,Contact Owner
07/05/2022,20000,2,2,1450,2 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
05/07/2022,9500,2,2,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
23/05/2022,10000,2,2,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/06/2022,30000,3,3,1500,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
14/06/2022,13000,2,2,900,2 out of 3,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,Contact Owner
06/07/2022,45000,3,3,1645,8 out of 19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
06/05/2022,8000,2,2,600,4 out of 7,Super Area,"Alijapur, Qutub Shahi Tombs",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
08/07/2022,25000,2,2,1250,Ground out of 6,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
01/07/2022,12000,2,2,1300,1 out of 2,Carpet Area,Sai Nagar-Uppal,Hyderabad,Semi-Furnished,Bachelors,Contact Owner
23/05/2022,19000,2,2,1000,1 out of 3,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Family,Contact Owner
08/07/2022,22000,3,3,1500,4 out of 6,Super Area,"Indra Nagar, Moti Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/07/2022,15000,2,2,1150,4 out of 5,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
14/06/2022,15000,2,2,110,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
04/07/2022,10000,2,2,103,Ground out of 1,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
25/06/2022,10000,2,2,1050,4 out of 5,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,Contact Owner
14/06/2022,7000,2,2,60,1 out of 6,Super Area,"Model Town Colony, Nawab Saheb Kunta",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
21/05/2022,15000,2,2,1170,2 out of 4,Super Area,"Sitaphalmandi, Padmarao Nagar",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/06/2022,9500,2,2,167,Ground out of 1,Super Area,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
25/05/2022,6500,1,1,500,2 out of 2,Super Area,in Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
07/05/2022,10000,1,1,600,Ground out of 4,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
22/06/2022,8000,1,1,600,1 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,3300,1,1,200,Ground out of 2,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/06/2022,12000,2,1,600,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
18/06/2022,20000,2,2,900,2 out of 4,Super Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/07/2022,12000,2,2,800,Ground out of 6,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
31/05/2022,20000,3,2,1000,2 out of 4,Carpet Area,Opposite andhra mahila sabha,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
14/06/2022,70000,3,3,3200,11 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,Contact Agent
05/05/2022,10000,2,2,1400,Ground out of 1,Super Area,Bheeram guda,Hyderabad,Furnished,Bachelors/Family,Contact Owner
06/05/2022,8500,1,1,550,Ground out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
08/06/2022,8000,1,1,540,4 out of 4,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,Contact Owner
14/06/2022,8000,1,1,400,Ground out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
19/05/2022,13000,2,2,1225,2 out of 4,Super Area,"Sun City, Bandlaguda, Chevella Road",Hyderabad,Unfurnished,Bachelors,Contact Owner
29/06/2022,15500,3,2,1430,1 out of 1,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,Contact Owner
08/07/2022,30000,2,2,1200,2 out of 25,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,Contact Owner
18/06/2022,10000,2,2,1197,Ground out of 2,Super Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,18000,2,2,1150,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,Contact Agent
06/05/2022,12000,1,1,500,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
25/05/2022,9000,2,2,1200,Ground out of 2,Carpet Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
10/06/2022,6000,1,2,500,2 out of 4,Super Area,Gajularamaram,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/05/2022,32000,3,3,1600,3 out of 6,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,Contact Owner
06/07/2022,36000,2,2,1100,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,Contact Owner
02/07/2022,17000,2,2,1220,1 out of 6,Super Area,Masab Tank,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/06/2022,20000,3,3,1500,2 out of 5,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,Contact Owner
18/06/2022,9000,1,1,500,4 out of 4,Super Area,KPHB Road,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
24/06/2022,9500,2,2,850,2 out of 3,Super Area,Dellapur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,7000,2,2,1000,2 out of 3,Super Area,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
18/05/2022,17000,3,3,100,1 out of 1,Carpet Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,19500,2,2,1140,Ground out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Owner
25/05/2022,25000,2,2,1100,2 out of 3,Super Area,Masab Tank,Hyderabad,Furnished,Bachelors/Family,Contact Owner
06/06/2022,14000,3,2,1400,3 out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,16000,2,2,1350,3 out of 5,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/06/2022,15000,2,2,180,Ground out of 2,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,13000,2,2,1250,2 out of 6,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,12000,2,2,1300,2 out of 5,Super Area,Peeramcheru,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
09/07/2022,12000,2,2,840,2 out of 4,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
03/05/2022,7500,2,2,1200,1 out of 3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,13000,2,2,700,3 out of 4,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,Contact Owner
29/05/2022,52000,4,4,2700,11 out of 13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,Contact Owner
10/07/2022,22000,2,2,1100,1 out of 12,Carpet Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,Contact Agent
28/04/2022,18000,2,2,1000,Ground out of 2,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,Contact Owner
06/06/2022,7000,2,3,1000,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
08/06/2022,16500,3,3,1600,2 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,Contact Owner
24/05/2022,13000,3,3,1550,1 out of 5,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors,Contact Owner
25/06/2022,6000,1,1,600,Ground out of 4,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,6000,1,1,500,1 out of 2,Super Area,RTC Cross Road,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
10/07/2022,21000,2,2,1100,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
07/05/2022,10000,3,2,1000,2 out of 2,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,Contact Owner
09/05/2022,12000,2,2,1000,2 out of 2,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,30000,3,3,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/07/2022,15000,2,2,1300,3 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
12/05/2022,10000,2,2,1100,Ground out of 2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,9000,2,2,950,2 out of 3,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
01/07/2022,10000,2,2,1000,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Semi-Furnished,Bachelors,Contact Owner
20/05/2022,8000,2,2,1200,1 out of 3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
18/06/2022,60000,6,7,2800,Ground out of 3,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,Contact Owner
29/06/2022,8000,2,2,550,2 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/06/2022,8500,2,2,1000,2 out of 16,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,7500,2,2,800,2 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
18/06/2022,5000,2,1,600,Ground out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,30000,3,3,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Family,Contact Owner
01/05/2022,7500,1,1,500,1 out of 3,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/06/2022,12000,2,2,1000,2 out of 4,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/06/2022,15500,2,2,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/04/2022,26000,3,2,1450,4 out of 7,Super Area,"Lingampally-Serilingampally, NH 2 2",Hyderabad,Semi-Furnished,Family,Contact Owner
26/05/2022,8000,1,1,550,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
30/06/2022,12000,2,2,933,2 out of 5,Super Area,Kompally,Hyderabad,Unfurnished,Bachelors,Contact Owner
02/07/2022,15000,3,2,1100,1 out of 10,Carpet Area,Prashanth Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
18/06/2022,10000,2,2,1030,3 out of 6,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,Contact Owner
28/05/2022,20000,3,3,1150,2 out of 4,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,Contact Owner
10/06/2022,12500,2,2,850,Ground out of 5,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,Contact Owner
02/06/2022,18000,2,2,1000,2 out of 3,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
21/06/2022,21000,3,3,1400,3 out of 4,Carpet Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Family,Contact Owner
10/07/2022,95000,3,3,2700,23 out of 30,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,Contact Agent
19/05/2022,26000,3,3,1700,7 out of 14,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Semi-Furnished,Family,Contact Owner
02/06/2022,53000,3,2,1742,25 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,Contact Agent
14/06/2022,13000,2,2,1000,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/06/2022,12000,2,2,1440,1 out of 3,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,28000,3,3,1600,1 out of 6,Super Area,Chanda Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,57000,3,3,1838,4 out of 30,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,Contact Agent
24/05/2022,10000,2,2,1200,2 out of 2,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,Contact Owner
06/05/2022,21467,3,1,200,1 out of 1,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
23/05/2022,32000,1,1,1050,2 out of 3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors,Contact Agent
07/07/2022,7000,1,1,400,4 out of 4,Carpet Area,Humayun Nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,30000,2,2,1350,5 out of 14,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,Contact Agent
17/05/2022,40000,3,3,1960,13 out of 25,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,Contact Agent
08/06/2022,9000,1,1,800,1 out of 2,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,15000,2,2,1000,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors,Contact Owner
29/06/2022,18000,2,2,1100,1 out of 4,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
29/05/2022,25000,3,3,1480,2 out of 3,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,Contact Owner
22/06/2022,8500,1,1,700,Ground out of 3,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
13/06/2022,20000,3,2,1500,5 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,Contact Owner
25/06/2022,12000,2,2,1000,5 out of 6,Super Area,Upperpally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
11/06/2022,12500,2,2,900,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,25000,3,2,1250,2 out of 8,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
31/05/2022,10000,2,3,1100,2 out of 2,Super Area,"Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,18000,3,2,1300,3 out of 3,Super Area,"Lakdikapul, NH 9",Hyderabad,Semi-Furnished,Bachelors,Contact Owner
21/06/2022,12000,3,2,1275,4 out of 5,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,13000,3,3,1265,2 out of 5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/04/2022,13000,1,1,700,1 out of 3,Carpet Area,Panjagutta Colony,Hyderabad,Unfurnished,Bachelors,Contact Owner
20/05/2022,25000,2,2,1150,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,Contact Owner
03/07/2022,9000,2,2,850,Ground out of 2,Carpet Area,"Srinivasa Colony, Secunderabad",Hyderabad,Semi-Furnished,Family,Contact Owner
02/06/2022,10000,2,2,1285,2 out of 4,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,15000,3,3,2000,Ground out of 2,Super Area,Thumukunta,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,20000,2,3,1000,1 out of 1,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
22/05/2022,13500,1,1,700,4 out of 4,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
25/06/2022,21000,3,2,1100,4 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,10000,2,2,1000,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
18/06/2022,10000,2,2,800,Ground out of 5,Super Area,"Chintal, NH 7",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
05/05/2022,10000,2,2,1400,Ground out of 1,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,Contact Owner
07/07/2022,24000,2,2,1350,1 out of 5,Carpet Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
01/05/2022,13000,2,2,1100,1 out of 4,Super Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,8000,2,2,840,2 out of 3,Super Area,"SV Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
18/06/2022,55000,2,2,1325,6 out of 8,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,Contact Owner
02/07/2022,50000,5,6,3500,2 out of 3,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
10/05/2022,32000,3,3,1250,5 out of 6,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/06/2022,22000,3,3,1500,3 out of 6,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
03/06/2022,8500,2,2,1050,1 out of 2,Carpet Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
09/05/2022,12000,3,2,1200,2 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
31/05/2022,15000,3,3,1500,4 out of 5,Carpet Area,KBR Laxmi Residency,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/06/2022,3000,1,1,100,1 out of 2,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/06/2022,52000,3,3,1742,23 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,Contact Agent
08/07/2022,9500,2,2,650,3 out of 4,Carpet Area,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,46000,3,5,2235,Ground out of 10,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,Contact Agent
08/07/2022,12000,2,2,1000,1 out of 3,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,8000,2,2,175,1 out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
06/07/2022,9000,2,2,160,Ground out of 2,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
20/05/2022,10000,2,2,1200,2 out of 3,Super Area,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,Contact Owner
26/05/2022,39000,2,2,1283,5 out of 34,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,Contact Agent
22/05/2022,9000,1,1,600,1 out of 3,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
10/07/2022,120000,4,4,3455,12 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,Contact Agent
29/06/2022,25000,3,3,1500,1 out of 2,Carpet Area,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,Contact Owner
06/07/2022,14000,1,1,540,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,Contact Agent
30/06/2022,6000,1,1,500,2 out of 2,Super Area,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,15000,2,2,1100,1 out of 4,Super Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
24/05/2022,8000,2,2,1350,1 out of 2,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,Contact Owner
06/05/2022,6000,1,1,400,2 out of 2,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
08/07/2022,10000,2,2,120,Ground out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,35000,3,3,3050,Ground out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,16000,2,3,400,Ground out of 2,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
02/07/2022,14000,2,2,800,1 out of 4,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,10000,2,1,90,Ground out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
25/05/2022,7000,1,1,500,1 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,8000,2,2,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
30/04/2022,22000,3,2,1700,2 out of 3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
02/06/2022,12000,2,2,1000,3 out of 5,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,10000,3,1,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Agent
28/06/2022,15000,3,3,1360,6 out of 8,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,6500,1,1,400,1 out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
02/05/2022,25000,2,2,1150,1 out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
25/06/2022,12000,2,2,700,1 out of 5,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
21/05/2022,9000,1,1,100,Upper Basement out of 4,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
05/07/2022,7000,2,2,800,Ground out of 1,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,Contact Owner
02/07/2022,20000,2,2,500,1 out of 5,Super Area,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
16/05/2022,9000,2,2,900,1 out of 3,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
25/06/2022,30000,3,2,1500,3 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
05/06/2022,15500,3,3,1600,1 out of 4,Super Area,Madhura Nagar,Hyderabad,Semi-Furnished,Family,Contact Owner
27/05/2022,10500,2,2,1300,1 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
15/06/2022,16000,3,2,1305,2 out of 5,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,6000,1,1,400,1 out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,15000,2,2,600,1 out of 2,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,Contact Owner
15/06/2022,21000,2,2,1130,3 out of 5,Super Area,"Hyder Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,Contact Owner
